GAME_ID,HOME_TEAM,AWAY_TEAM,HOME_WIN
0022400356,LAC,HOU,False
0022400357,SAC,UTA,True
0022400352,ORL,PHX,True
0022400349,IND,CHA,False
0022400354,SAS,NOP,True
0022400347,CHI,PHI,False
0022400355,GSW,MIN,True
0022400353,WAS,MEM,False
0022400350,ATL,DEN,False
0022400358,LAL,POR,True
0022400348,BKN,MIL,False
0022400345,BOS,MEM,False
0022400343,NYK,DET,False
0022400344,TOR,DAL,False
0022400342,NOP,OKC,False
0022400341,WAS,DEN,True
0022400346,MIA,PHX,True
0022400340,CHA,CLE,False
0022400333,PHI,ORL,True
0022400335,BOS,MIL,True
0022400336,CHI,IND,False
0022400338,GSW,MIN,False
0022400337,SAS,SAC,False
0022400334,ATL,LAL,True
0022400339,POR,UTA,False
0022400331,SAS,CHI,False
0022400325,CLE,DEN,True
0022400332,GSW,HOU,True
0022400326,WAS,DAL,False
0022400327,NYK,CHA,True
0022400330,NOP,PHX,True
0022400328,TOR,OKC,False
0022400329,MEM,SAC,True
0022400324,LAC,MIN,False
0022400320,BKN,IND,True
0022400319,BOS,DET,True
0022400323,MIL,ATL,False
0022400321,MIA,LAL,True
0022400322,PHI,ORL,False
0022400053,NYK,ORL,True
0022400052,DET,MIL,False
0022400058,DEN,GSW,True
0022400051,CLE,WAS,True
0022400060,LAC,POR,True
0022400057,PHX,SAS,True
0022400050,CHA,PHI,False
0022400054,TOR,IND,True
0022400059,SAC,HOU,True
0022400055,OKC,UTA,True
0022400056,DAL,MEM,True
0022400316,BOS,MIA,True
0022400315,ATL,NOP,True
0022400317,CHI,BKN,True
0022400318,MIN,LAL,True
0022400306,MEM,IND,True
0022400308,NYK,NOP,True
